Item,Sales_Count,Stock_Level,Demand_Score,Profit_Margin,Competitor_Saturation,Reorder_Frequency,Stock_to_Sales_Ratio,Demand_to_Stock_Ratio,Location_Bangalore,Location_Bhopal,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Indore,Location_Jaipur,Location_Kolkata,Location_Lucknow,Location_Mumbai,Location_Nagpur,Location_Pune,Location_Surat,Location_Visakhapatnam,Category_Electronics,Category_Grocery,Category_Home Essentials,Category_Stationery,Recommendation_Score,Shop_ID
Speakers,0.4539393939393939,0.4646464646464646,0.7749999999999999,0.3051111111111111,14,0.4539393939393939,0.3195776017785188,0.5291379310344827,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.45263657,647ea2b1
Sanitizer,0.5252525252525253,0.8323232323232324,0.425,0.5717777777777777,21,0.5252525252525253,0.5456953642384106,0.2319459757442116,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.52298933,a1d799e9
Pencil,0.6646464646464647,0.4727272727272727,0.3,0.7497777777777778,17,0.6646464646464647,0.2839805825242718,0.2037037037037037,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.66490346,ed9831e8
Toothpaste,0.9555555555555556,0.6848484848484849,0.125,0.9102222222222224,27,0.9555555555555556,0.3502066115702479,0.0741906474820143,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.9525121,48c65a56
Shampoo,0.7458585858585859,0.7494949494949495,0.575,0.1302222222222221,26,0.7458585858585859,0.4292987734320759,0.3286662817551962,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.74349594,c8c68c67
Marker,0.6955555555555556,0.9252525252525252,0.8,0.0277777777777777,19,0.6955555555555556,0.5456928392708209,0.4155299055613851,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.690973,4e1d3a0d
Rice,0.991919191919192,0.6161616161616162,0.275,0.1264444444444444,14,0.991919191919192,0.3093306288032454,0.1701562499999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.9920735,29f47f57
Jeans,0.7581818181818182,0.7111111111111111,0.625,0.4713333333333333,13,0.7581818181818182,0.4044582327932897,0.3652597402597402,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75838697,aa6753bb
Eggs,0.2488888888888888,0.103030303030303,0.7,0.9655555555555556,12,0.2488888888888888,0.0824975736007764,0.6346153846153846,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.24991494,a5be96d2
Sweater,0.502020202020202,0.3777777777777777,0.175,0.5002222222222222,10,0.502020202020202,0.2515131136516476,0.127016129032258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5012121,64f327c0
Smartwatch,0.0016161616161616,0.793939393939394,0.15,0.7224444444444443,21,0.0016161616161616,0.7926583299717628,0.0836148648648648,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0019477393,2fa84d8f
Pencil,0.0127272727272727,0.6383838383838384,0.95,0.3633333333333334,20,0.0127272727272727,0.630361061240774,0.5798397040690505,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.012151832,54180ee8
Mobile,0.186060606060606,0.397979797979798,0.4499999999999999,0.5666666666666667,25,0.186060606060606,0.3355476068812809,0.3218930635838149,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.18867008,1e9828b3
Tea,0.2929292929292929,0.1757575757575757,0.8999999999999999,0.2742222222222222,14,0.2929292929292929,0.1359374999999999,0.7654639175257731,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.29344538,968323c1
T-shirt,0.585050505050505,0.8747474747474748,0.275,0.9375555555555556,10,0.585050505050505,0.5518735661483559,0.1466864224137931,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5845227,84f6793a
Pencil,0.1581818181818181,0.3272727272727272,0.7749999999999999,0.7462222222222221,9,0.1581818181818181,0.2825745682888539,0.583904109589041,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.15777043,98071a13
Rice,0.3577777777777777,0.1636363636363636,0.975,0.2762222222222222,19,0.3577777777777777,0.1205177800922481,0.837890625,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.3634625,e1538418
Rice,0.3553535353535353,0.0262626262626262,0.0499999999999999,0.7726666666666667,13,0.3553535353535353,0.0193769563273214,0.0487204724409447,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.35586345,9506b8c6
Saree,0.5646464646464647,0.8525252525252526,0.025,0.2746666666666666,23,0.5646464646464647,0.5448676565526146,0.0134950926935659,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.56428874,50b88c6e
T-shirt,0.5608080808080809,0.107070707070707,0.625,0.6806666666666668,13,0.5608080808080809,0.0685995340409008,0.5645529197080292,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.559079,e6c94af3
Milk,0.0947474747474747,0.496969696969697,0.0499999999999999,0.9062222222222224,20,0.0947474747474747,0.4539582948883558,0.0334008097165991,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.09121114,fb6f951d
Headphones,0.3351515151515151,0.0121212121212121,0.275,0.9475555555555556,23,0.3351515151515151,0.0090785292782569,0.2717065868263473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.33513206,83dcd92f
Cooking Oil,0.2131313131313131,0.4262626262626262,0.075,0.8855555555555555,18,0.2131313131313131,0.3513738551207326,0.052584985835694,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.21672554,2d34277a
Rice,0.6103030303030303,0.9171717171717172,0.025,0.9086666666666668,13,0.6103030303030303,0.5695646719357672,0.0130400421496311,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.6076326,8a82fe4a
Toothpaste,0.44,0.404040404040404,0.825,0.8662222222222221,23,0.44,0.2805836139169472,0.587589928057554,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4386732,9f0c756a
TV,0.888888888888889,0.6222222222222222,0.7,0.2037777777777777,13,0.888888888888889,0.3294117647058823,0.4315068493150684,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.88784975,48dc2021
Smartwatch,0.0197979797979797,0.3313131313131313,0.125,0.8122222222222222,16,0.0197979797979797,0.3248811410459588,0.0938922610015174,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.020854613,801d3cbd
Pen,0.3751515151515151,0.4626262626262626,0.175,0.5308888888888889,20,0.3751515151515151,0.3364183928309093,0.1196477900552486,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.3744094,635a9df5
Tea,0.4474747474747474,0.0424242424242424,0.55,0.772,14,0.4474747474747474,0.0293091416608513,0.5276162790697675,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.44690117,90de1b9d
Soap,0.4258585858585858,0.2828282828282828,0.825,0.4811111111111111,19,0.4258585858585858,0.1983564749220742,0.6431102362204724,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.42199513,91d763a8
Soap,0.7133333333333334,0.0969696969696969,0.0499999999999999,0.6057777777777777,24,0.7133333333333334,0.0565970993986557,0.0455801104972374,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7131989,3e75f6e3
Detergent,0.1208080808080808,0.5696969696969697,0.875,0.5777777777777777,19,0.1208080808080808,0.5082912761355444,0.5574324324324323,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.120731324,34e72f44
Highlighter,0.3290909090909091,0.2343434343434343,0.4,0.5371111111111111,14,0.3290909090909091,0.1763185894512843,0.3240589198036007,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.33087307,1caaf2f5
Highlighter,0.289090909090909,0.2727272727272727,0.75,0.3046666666666667,17,0.289090909090909,0.2115655853314527,0.5892857142857143,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.28757173,0bf347c8
Sweater,0.1371717171717171,0.2888888888888888,0.25,0.7042222222222222,18,0.1371717171717171,0.254041570438799,0.1939655172413793,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.13751586,ec8678ea
Pen,0.7666666666666667,0.8242424242424243,0.95,0.32,24,0.7666666666666667,0.4665523156089194,0.5207641196013288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.7662704,77502ab6
TV,0.7248484848484849,0.7818181818181819,0.375,0.865111111111111,24,0.7248484848484849,0.4532677442023893,0.2104591836734693,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.72447705,c18fe574
Speakers,0.8769696969696971,0.0383838383838383,0.5,0.2115555555555555,26,0.8769696969696971,0.0204498977505112,0.4815175097276264,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8767596,e4065068
Coffee,0.7391919191919193,0.3676767676767676,0.475,0.6257777777777777,15,0.7391919191919193,0.21140666744105,0.3473042836041359,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.73780453,7b085af0
T-shirt,0.7965656565656566,0.5313131313131314,0.175,0.7484444444444445,19,0.7965656565656566,0.2957382210727539,0.1142810026385224,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7954764,db7009f5
Mop,0.1583838383838383,0.98989898989899,0.425,0.1382222222222222,21,0.1583838383838383,0.8545517963027556,0.2135786802030456,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.15957382,246d82a7
Wheat,0.2157575757575757,0.9131313131313132,0.8,0.4962222222222222,12,0.2157575757575757,0.7510800930541709,0.4181626187961985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.21867639,7a966008
Dishwasher Liquid,0.6266666666666667,0.3474747474747475,0.0,0.6315555555555555,19,0.6266666666666667,0.2136115250869349,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.62827027,5d5402fc
Sanitizer,0.0563636363636363,0.5898989898989899,0.2249999999999999,0.5728888888888889,19,0.0563636363636363,0.5584241728820042,0.1415184243964421,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.05899096,516d3170
Wheat,0.2993939393939394,0.2969696969696969,0.95,0.2653333333333333,17,0.2993939393939394,0.2285447761194029,0.7324766355140188,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.29768276,bcdc7f9c
Smartwatch,0.2341414141414141,0.006060606060606,0.425,0.1555555555555555,22,0.2341414141414141,0.0049107873629071,0.4224397590361445,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.23465726,40264d12
Flour,0.2353535353535353,0.5131313131313132,0.675,0.4208888888888889,14,0.2353535353535353,0.4153720359771056,0.4460947930574098,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.23766121,3917b298
Tea,0.0452525252525252,0.5777777777777778,0.975,0.4746666666666667,18,0.0452525252525252,0.5527638190954776,0.6179577464788731,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.048785668,141e80c3
Hoodie,0.8206060606060607,0.3272727272727272,0.8,0.0717777777777777,14,0.8206060606060607,0.1797603195739014,0.6027397260273973,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.82206994,5a769a53
Eggs,0.7658585858585859,0.3797979797979798,0.375,0.6868888888888888,21,0.7658585858585859,0.215078366319643,0.2717789165446559,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.7664539,f937e6de
Pen,0.4656565656565656,0.1131313131313131,0.625,0.5582222222222222,14,0.4656565656565656,0.0771881461061336,0.5614791288566243,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.46372533,4d0b2789
Dishwasher Liquid,0.4452525252525252,0.1858585858585858,0.65,0.652888888888889,24,0.4452525252525252,0.1285993849594632,0.5481260647359456,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.44671378,030881d2
Detergent,0.4769696969696969,0.5414141414141415,0.2249999999999999,0.668,19,0.4769696969696969,0.3665709205307072,0.1459698558322411,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.47605678,2bf0d36a
Highlighter,0.7925252525252525,0.0525252525252525,0.275,0.5664444444444444,16,0.7925252525252525,0.0293023780006761,0.2612763915547025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.79205304,0b0c9876
Sugar,0.2086868686868686,0.4262626262626262,0.2,0.3886666666666666,18,0.2086868686868686,0.3526658866789235,0.1402266288951841,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.20937496,36bd958e
Tablet,0.8303030303030303,0.9151515151515152,0.0499999999999999,0.3584444444444444,16,0.8303030303030303,0.5,0.0261075949367088,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.83092266,04e25eaa
Eraser,0.9307070707070708,0.8101010101010101,0.8999999999999999,0.0851111111111111,15,0.9307070707070708,0.4195877367374699,0.4972098214285713,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.9274669,6e342071
Camera,0.2371717171717171,0.1171717171717171,0.4,0.8377777777777778,22,0.2371717171717171,0.0947093403004571,0.3580470162748644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.2351042,663ff013
Saree,0.3303030303030303,0.0363636363636363,0.7,0.8988888888888888,23,0.3303030303030303,0.0273348519362186,0.6754385964912281,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.33111897,66393d65
Glue,0.3222222222222222,0.101010101010101,0.375,0.1404444444444444,11,0.3222222222222222,0.0763941940412528,0.3405963302752293,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.32236326,851d0a41
Smartwatch,0.9622222222222224,0.1737373737373737,0.675,0.5855555555555556,14,0.9622222222222224,0.0885411304437351,0.5750860585197934,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.96216655,b06854a0
Jeans,0.5484848484848486,0.9353535353535354,0.35,0.3722222222222222,18,0.5484848484848486,0.604044357469015,0.1808455114822547,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5483469,66e230ed
TV,0.4167676767676767,0.7474747474747475,0.4,0.9924444444444444,24,0.4167676767676767,0.5275916155710824,0.2289017341040462,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.41554725,60d62d77
Stapler,0.0828282828282828,0.6484848484848486,0.075,0.9915555555555556,16,0.0828282828282828,0.5988805970149255,0.0454963235294117,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.08275682,f8c8ff6c
Dishwasher Liquid,0.3416161616161616,0.4262626262626262,0.275,0.0911111111111111,24,0.3416161616161616,0.3177232344526426,0.1928116147308782,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.34136277,ec68d989
Mop,0.5208080808080808,0.5737373737373738,0.7,0.7142222222222222,17,0.5208080808080808,0.3772582359192348,0.4448010269576379,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5132614,90eb259b
Shampoo,0.1337373737373737,0.8848484848484849,0.8500000000000001,0.5173333333333333,22,0.1337373737373737,0.7804704205274412,0.4509646302250804,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.1332203,caa350d0
Milk,0.0868686868686868,0.2686868686868687,0.65,0.2668888888888889,15,0.0868686868686868,0.2472118959107807,0.5123407643312102,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.086742185,35e60c87
Dishwasher Liquid,0.6545454545454545,0.5313131313131314,0.8999999999999999,0.9428888888888888,20,0.6545454545454545,0.3211233211233212,0.5877308707124009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6546007,d09a31ef
Notebook,0.1604040404040403,0.5151515151515152,0.0499999999999999,0.0682222222222222,16,0.1604040404040403,0.4439415041782731,0.0329999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.15791853,269d22e0
Jacket,0.8363636363636364,0.7232323232323232,0.025,0.0633333333333333,17,0.8363636363636364,0.3938393839383938,0.0145076201641266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.83803797,63d40d15
Shampoo,0.7189898989898991,0.9737373737373738,0.675,0.1217777777777777,26,0.7189898989898991,0.566459043365848,0.3419907881269191,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7157197,5b46a3f3
Smartwatch,0.1189898989898989,0.496969696969697,0.7,0.1946666666666666,16,0.1189898989898989,0.4441234879942228,0.4676113360323886,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.11781919,dddcad27
Tablet,0.3454545454545454,0.1777777777777777,0.825,0.3568888888888888,19,0.3454545454545454,0.132132132132132,0.7004716981132076,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.3431642,79986382
Speakers,0.205050505050505,0.5333333333333333,0.95,0.1168888888888888,14,0.205050505050505,0.4425817267393127,0.6195652173913043,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.19453819,bc874070
Pen,0.5058585858585859,0.1878787878787878,0.4,0.0762222222222222,24,0.5058585858585859,0.1247652267239065,0.336734693877551,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.50668085,bbe6f36d
Marker,0.9648484848484848,0.0666666666666666,0.8500000000000001,0.1695555555555555,14,0.9648484848484848,0.0339296730413324,0.7968750000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.965442,b44ce91f
Mobile,0.2482828282828282,0.404040404040404,0.525,0.1557777777777778,11,0.2482828282828282,0.3236769703835572,0.3739208633093525,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.24842611,8318a30c
Formal Shirt,0.1995959595959595,0.1777777777777777,0.725,0.6417777777777778,16,0.1995959595959595,0.1481980464802963,0.6155660377358492,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1994315,ce540b43
Flour,0.0121212121212121,0.307070707070707,0.8999999999999999,0.2273333333333334,21,0.0121212121212121,0.3033932135728542,0.6885625965996909,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0127725955,a818ec2b
Milk,0.0353535353535353,0.5737373737373738,0.15,0.3546666666666667,12,0.0353535353535353,0.5541463414634147,0.0953145057766367,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.037314724,80e55352
Eggs,0.90989898989899,0.1737373737373737,0.825,0.984,10,0.90989898989899,0.0909667865453775,0.7028829604130808,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9101826,211e272a
Headphones,0.3797979797979798,0.5272727272727273,0.3249999999999999,0.6573333333333333,19,0.3797979797979798,0.3821376281112738,0.2127976190476189,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.38126263,80a2f90a
Jacket,0.3408080808080808,0.0343434343434343,0.35,0.4644444444444445,16,0.3408080808080808,0.0256139822208829,0.33837890625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3415232,3bc0de1c
Eggs,0.6674747474747476,0.9292929292929294,0.15,0.731111111111111,9,0.6674747474747476,0.5573055488248122,0.0777486910994764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.67098314,f17de67d
Jacket,0.5953535353535354,0.9070707070707072,0.7749999999999999,0.2288888888888889,19,0.5953535353535354,0.5685703431682918,0.4063824152542372,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.59579873,ad93b8d1
Formal Shirt,0.1474747474747474,0.6303030303030304,0.65,0.7826666666666666,22,0.1474747474747474,0.5492957746478875,0.3986988847583643,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14529562,381f8d0d
Hoodie,0.5573737373737374,0.2161616161616161,0.825,0.8342222222222222,21,0.5573737373737374,0.1387988065897003,0.6783637873754154,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5544545,4aa4c2e8
Eraser,0.961818181818182,0.696969696969697,0.925,0.0582222222222222,23,0.961818181818182,0.3552672227371022,0.5450892857142857,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9596193,d6e5615c
Shampoo,0.2062626262626262,0.8727272727272728,0.75,0.8422222222222222,23,0.2062626262626262,0.723496901691509,0.4004854368932038,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.20396094,f8cff224
Toothpaste,0.1151515151515151,0.793939393939394,0.6,0.0757777777777777,19,0.1151515151515151,0.7119565217391305,0.3344594594594594,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.11340413,e5419e45
Mop,0.9080808080808082,0.006060606060606,0.55,0.4162222222222222,22,0.9080808080808082,0.0031762837480147,0.5466867469879518,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.90622014,8e20cbb7
Marker,0.8032323232323233,0.2343434343434343,0.825,0.8222222222222222,19,0.8032323232323233,0.1299574277391888,0.6683715220949263,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.80050695,ff7b278b
Formal Shirt,0.5541414141414142,0.6747474747474748,0.675,0.0406666666666666,14,0.5541414141414142,0.4341609255167035,0.4030458383594693,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5533749,93215e07
Glue,0.6953535353535354,0.4464646464646464,0.8500000000000001,0.7337777777777779,17,0.6953535353535354,0.2633460438512869,0.5876396648044694,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.6926248,4dcfabe6
Stapler,0.6301010101010102,0.6606060606060606,0.5,0.7384444444444443,22,0.6301010101010102,0.4052546783988103,0.3010948905109489,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.6277711,b5a3fd84
Pen,0.3921212121212121,0.8303030303030303,0.025,0.5782222222222222,17,0.3921212121212121,0.5964301262516326,0.0136589403973509,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3919467,c0e9f9de
Formal Shirt,0.4319191919191919,0.5111111111111112,0.8999999999999999,0.9444444444444444,16,0.4319191919191919,0.3569413092550791,0.5955882352941176,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.43199193,33ea801f
Stapler,0.1246464646464646,0.4303030303030303,0.075,0.6988888888888889,22,0.1246464646464646,0.3826118196515178,0.0524364406779661,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.12253072,df972e64
Milk,0.9515151515151516,0.5555555555555556,0.25,0.385111111111111,12,0.9515151515151516,0.2846790890269151,0.1607142857142857,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.95143425,4b1a9740
Hoodie,0.5008080808080808,0.002020202020202,0.7,0.4753333333333333,15,0.5008080808080808,0.0013460761879122,0.6985887096774193,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5022933,e3a01ba8
Smartwatch,0.1951515151515151,0.5696969696969697,0.5,0.4866666666666666,21,0.1951515151515151,0.4766734279918864,0.3185328185328185,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.19577451,9041c62a
Formal Shirt,0.2242424242424242,0.8545454545454546,0.625,0.3631111111111111,14,0.2242424242424242,0.6980198019801981,0.3370098039215686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22546458,5a83b4cc
Flour,0.8591919191919193,0.2181818181818181,0.275,0.422,13,0.8591919191919193,0.1173530370531348,0.2257462686567164,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.8605295,6ab3f7d6
Mop,0.241010101010101,0.0161616161616161,0.975,0.2762222222222222,22,0.241010101010101,0.0130229529545824,0.9594930417495032,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.24163263,01d9da3c
Shampoo,0.6703030303030304,0.6424242424242425,0.4,0.4317777777777777,14,0.6703030303030304,0.3846153846153846,0.2435424354243542,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.6671051,26ebb549
Sugar,0.8666666666666667,0.501010101010101,0.8,0.2915555555555556,14,0.8666666666666667,0.2683982683982684,0.5329744279946164,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.86841005,d3cb524e
Jacket,0.9709090909090908,0.4727272727272727,0.725,0.9855555555555556,20,0.9709090909090908,0.2398523985239852,0.4922839506172839,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9713599,0ff10a7f
Speakers,0.6694949494949496,0.2787878787878787,0.475,0.0506666666666666,18,0.6694949494949496,0.1669893514036785,0.3714454976303317,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.6690941,68aa7c1e
Tablet,0.8036363636363637,0.3676767676767676,0.25,0.0355555555555555,23,0.8036363636363637,0.203853046594982,0.1827917282127031,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.8035755,3b84f6ef
Mobile,0.0488888888888888,0.1414141414141414,0.4499999999999999,0.2464444444444444,20,0.0488888888888888,0.1348228043143297,0.3942477876106193,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.04947063,8e7c93b8
Mop,0.4244444444444444,0.0,0.025,0.8871111111111112,22,0.4244444444444444,0.0,0.025,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.42361006,ea97a294
Milk,0.2929292929292929,0.0363636363636363,0.175,0.976222222222222,20,0.2929292929292929,0.0281249999999999,0.168859649122807,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.2937324,4f754b39
Flour,0.7896969696969698,0.5979797979797981,0.675,0.9268888888888888,16,0.7896969696969698,0.3341234902359183,0.4224083438685209,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7848906,4570a9df
Soap,0.6941414141414142,0.896969696969697,0.0,0.924,21,0.6941414141414142,0.5294538516575245,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.6933284,15f9f6d5
Camera,0.8676767676767677,0.6686868686868688,0.65,0.0655555555555555,20,0.8676767676767677,0.3580313683071931,0.3895278450363196,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.8658171,1c790b61
Pen,0.5692929292929293,0.7030303030303031,0.7,0.7068888888888889,14,0.5692929292929293,0.4479917610710608,0.4110320284697508,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5652182,9fe37137
Eraser,0.4824242424242424,0.5616161616161617,0.425,0.4842222222222223,19,0.4824242424242424,0.3788498228400109,0.2721539456662354,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.47967958,3a6fdf75
Wheat,0.5276767676767677,0.0646464646464646,0.3,0.2091111111111111,13,0.5276767676767677,0.042316847394869,0.2817836812144212,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5273587,70b15677
Sweater,0.2303030303030303,0.2262626262626262,0.75,0.39,20,0.2303030303030303,0.1839080459770114,0.6116144975288303,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22693114,f1776e80
Cooking Oil,0.6654545454545455,0.2303030303030303,0.625,0.792,14,0.6654545454545455,0.1382823871906841,0.5080049261083744,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.66467404,11b0be35
